device_id,port,keepalivedelay,tcponly,username,password,labels
netconf-testtool-1892,1892,100,false,admin,admin,NETCONF
netconf-testtool-1893,1893,100,false,admin,admin,NETCONF
netconf-testtool-1894,1894,100,false,admin,admin,NETCONF
netconf-testtool-1895,1895,100,false,admin,admin,NETCONF
netconf-testtool-1896,1896,100,false,admin,admin,NETCONF
netconf-testtool-1897,1897,100,false,admin,admin,NETCONF
netconf-testtool-1898,1898,100,false,admin,admin,NETCONF
netconf-testtool-1899,1899,100,false,admin,admin,NETCONF
netconf-testtool-1900,1900,100,false,admin,admin,NETCONF
netconf-testtool-1901,1901,100,false,admin,admin,NETCONF
netconf-testtool-1902,1902,100,false,admin,admin,NETCONF
netconf-testtool-1903,1903,100,false,admin,admin,NETCONF
netconf-testtool-1904,1904,100,false,admin,admin,NETCONF
netconf-testtool-1905,1905,100,false,admin,admin,NETCONF
netconf-testtool-1906,1906,100,false,admin,admin,NETCONF
netconf-testtool-1907,1907,100,false,admin,admin,NETCONF
netconf-testtool-1908,1908,100,false,admin,admin,NETCONF
netconf-testtool-1909,1909,100,false,admin,admin,NETCONF
netconf-testtool-1910,1910,100,false,admin,admin,NETCONF
netconf-testtool-1911,1911,100,false,admin,admin,NETCONF
netconf-testtool-1912,1912,100,false,admin,admin,NETCONF
netconf-testtool-1913,1913,100,false,admin,admin,NETCONF
netconf-testtool-1914,1914,100,false,admin,admin,NETCONF
netconf-testtool-1915,1915,100,false,admin,admin,NETCONF
netconf-testtool-1916,1916,100,false,admin,admin,NETCONF
netconf-testtool-1917,1917,100,false,admin,admin,NETCONF
netconf-testtool-1918,1918,100,false,admin,admin,NETCONF
netconf-testtool-1919,1919,100,false,admin,admin,NETCONF
netconf-testtool-1920,1920,100,false,admin,admin,NETCONF
netconf-testtool-1921,1921,100,false,admin,admin,NETCONF
netconf-testtool-1922,1922,100,false,admin,admin,NETCONF
netconf-testtool-1923,1923,100,false,admin,admin,NETCONF
netconf-testtool-1924,1924,100,false,admin,admin,NETCONF
netconf-testtool-1925,1925,100,false,admin,admin,NETCONF
netconf-testtool-1926,1926,100,false,admin,admin,NETCONF
netconf-testtool-1927,1927,100,false,admin,admin,NETCONF
netconf-testtool-1928,1928,100,false,admin,admin,NETCONF
netconf-testtool-1929,1929,100,false,admin,admin,NETCONF
netconf-testtool-1930,1930,100,false,admin,admin,NETCONF
netconf-testtool-1931,1931,100,false,admin,admin,NETCONF
netconf-testtool-1932,1932,100,false,admin,admin,NETCONF
netconf-testtool-1933,1933,100,false,admin,admin,NETCONF
netconf-testtool-1934,1934,100,false,admin,admin,NETCONF
netconf-testtool-1935,1935,100,false,admin,admin,NETCONF
netconf-testtool-1936,1936,100,false,admin,admin,NETCONF
netconf-testtool-1937,1937,100,false,admin,admin,NETCONF
netconf-testtool-1938,1938,100,false,admin,admin,NETCONF
netconf-testtool-1939,1939,100,false,admin,admin,NETCONF
netconf-testtool-1940,1940,100,false,admin,admin,NETCONF
netconf-testtool-1941,1941,100,false,admin,admin,NETCONF
netconf-testtool-1942,1942,100,false,admin,admin,NETCONF
netconf-testtool-1943,1943,100,false,admin,admin,NETCONF
netconf-testtool-1944,1944,100,false,admin,admin,NETCONF
netconf-testtool-1945,1945,100,false,admin,admin,NETCONF
netconf-testtool-1946,1946,100,false,admin,admin,NETCONF
netconf-testtool-1947,1947,100,false,admin,admin,NETCONF
netconf-testtool-1948,1948,100,false,admin,admin,NETCONF
netconf-testtool-1949,1949,100,false,admin,admin,NETCONF
netconf-testtool-1950,1950,100,false,admin,admin,NETCONF
netconf-testtool-1951,1951,100,false,admin,admin,NETCONF
netconf-testtool-1952,1952,100,false,admin,admin,NETCONF
netconf-testtool-1953,1953,100,false,admin,admin,NETCONF
netconf-testtool-1954,1954,100,false,admin,admin,NETCONF
netconf-testtool-1955,1955,100,false,admin,admin,NETCONF
netconf-testtool-1956,1956,100,false,admin,admin,NETCONF
netconf-testtool-1957,1957,100,false,admin,admin,NETCONF
netconf-testtool-1958,1958,100,false,admin,admin,NETCONF
netconf-testtool-1959,1959,100,false,admin,admin,NETCONF
netconf-testtool-1960,1960,100,false,admin,admin,NETCONF
netconf-testtool-1961,1961,100,false,admin,admin,NETCONF
netconf-testtool-1962,1962,100,false,admin,admin,NETCONF
netconf-testtool-1963,1963,100,false,admin,admin,NETCONF
netconf-testtool-1964,1964,100,false,admin,admin,NETCONF
netconf-testtool-1965,1965,100,false,admin,admin,NETCONF
netconf-testtool-1966,1966,100,false,admin,admin,NETCONF
netconf-testtool-1967,1967,100,false,admin,admin,NETCONF
netconf-testtool-1968,1968,100,false,admin,admin,NETCONF
netconf-testtool-1969,1969,100,false,admin,admin,NETCONF
netconf-testtool-1970,1970,100,false,admin,admin,NETCONF
netconf-testtool-1971,1971,100,false,admin,admin,NETCONF
netconf-testtool-1972,1972,100,false,admin,admin,NETCONF
netconf-testtool-1973,1973,100,false,admin,admin,NETCONF
netconf-testtool-1974,1974,100,false,admin,admin,NETCONF
netconf-testtool-1975,1975,100,false,admin,admin,NETCONF
netconf-testtool-1976,1976,100,false,admin,admin,NETCONF
netconf-testtool-1977,1977,100,false,admin,admin,NETCONF
netconf-testtool-1978,1978,100,false,admin,admin,NETCONF
netconf-testtool-1979,1979,100,false,admin,admin,NETCONF
netconf-testtool-1980,1980,100,false,admin,admin,NETCONF
netconf-testtool-1981,1981,100,false,admin,admin,NETCONF
netconf-testtool-1982,1982,100,false,admin,admin,NETCONF
netconf-testtool-1983,1983,100,false,admin,admin,NETCONF
